CountryName,year,gdp_per_capita,gini_index,education_spending,urbanization_rate,unemployment_rate
Namibia,2012,5942.64680978673,,9.24281237985165,43.3804079185694,16.771
Namibia,2019,4731.9210318831,,9.32253195522987,48.0019807724839,19.929
Nauru,2012,9842.77032731856,32.4,,100.0,
Nauru,2019,10801.7705659635,,5.71828171428571,100.0,
Nepal,2012,788.202937148377,,3.29737997055054,63.6558406194333,10.632
Nepal,2019,1203.14294706401,,3.89212886881753,65.9873929484157,10.477
Netherlands,2012,50473.9442002689,27.6,5.36694002151489,88.5342462391333,5.821
Netherlands,2019,53554.9007491475,29.2,5.0559401512146,93.8898028856479,3.379
New Caledonia,2012,35559.5672006157,,,66.7417059914448,14.116
New Caledonia,2019,33411.3358835672,,,67.1574673707832,10.88
New Zealand,2012,40053.6991536369,,,85.777700676896,6.931
New Zealand,2019,42855.831861632,,5.1741099357605,83.804965871667,4.109
Nicaragua,2012,1784.69836017555,,,57.2316842226606,5.208
Nicaragua,2019,1958.62051528095,,4.59991969121332,58.5405671448072,5.457
Niger,2012,528.510104469655,,3.1868200302124,16.2141284004355,2.177
Niger,2019,561.691304349698,,3.53358621816013,16.813146499685,0.531
