,CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
10154,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,11,
10155,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",9,
10156,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,11,
10157,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,12,
10158,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,36,
10159,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,16,
10160,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,19,
10161,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,15,
10162,Spain,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),16,
10163,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,7,‡
10164,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,13,
10165,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",22,
10166,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,15,
10167,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,8,‡
10168,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,45,
10169,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,21,
10170,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,38,
10171,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,11,
10172,Finland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,
10173,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,8,
10174,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,19,
10175,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",11,
10176,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,6,
10177,Estonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,10,‡
10178,Estonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,45,
10179,Estonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,22,
10180,Estonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,36,
10181,Estonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,17,‡
10182,Estonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),11,‡
10183,Greece,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,7,
10184,Greece,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,26,
10185,Czechia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",9,
10186,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,10,
10187,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,28,
10188,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,43,
10189,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,21,
10190,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,26,
10191,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,15,
10192,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),11,
10193,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,9,
10194,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,32,
10195,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",10,
10196,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,9,
10197,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,29,
10198,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,48,
10199,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,
10200,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,25,
10201,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,11,
10202,Hungary,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),7,
10203,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,13,
10204,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,11,
10205,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",16,
10206,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,15,
10207,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,10,
10208,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,37,
10209,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,18,
10210,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,36,
10211,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,13,
10212,Bulgaria,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,9,
10213,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,8,
10214,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,27,
10215,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",16,
10216,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,15,
10217,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,22,
10218,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,29,
10219,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,20,
10220,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,24,
10221,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,10,
10222,Italy,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,
10223,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,14,
10224,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,59,
10225,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",10,
10226,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,11,
10227,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,29,
10228,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,42,
10229,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,19,
10230,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,24,
10231,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,5,‡
10232,Lithuania,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),2,‡
10233,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,7,‡
10234,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,12,‡
10235,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",22,‡
10236,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,18,‡
10237,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,8,‡
10238,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,36,
10239,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,18,‡
10240,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,28,
10241,Luxembourg,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,15,‡
10242,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,4,‡
10243,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,22,‡
10244,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",16,‡
10245,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,31,‡
10246,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,23,‡
10247,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,51,‡
10248,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,25,‡
10249,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,32,‡
10250,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,29,‡
10251,Austria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),2,‡
10252,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,9,‡
10253,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,34,‡
10254,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",14,‡
10255,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,17,‡
10256,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,17,‡
10257,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,42,‡
10258,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,22,‡
10259,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,39,‡
10260,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,11,‡
10261,Belgium,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),16,‡
10262,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,23,‡
10263,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,58,
10264,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",14,‡
10265,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,22,‡
10266,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,42,
10267,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,39,
10268,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,21,‡
10269,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,26,‡
10270,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,13,‡
10271,Bulgaria,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),3,‡
10272,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10273,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10274,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10275,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10276,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10277,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10278,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10279,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10280,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10281,Cyprus,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10282,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,7,‡
10283,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,47,‡
10284,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",7,‡
10285,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,15,‡
10286,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,11,‡
10287,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,29,‡
10288,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,10,‡
10289,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,30,‡
10290,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,19,‡
10291,Czechia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),6,‡
10292,Germany,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,9,
10293,Germany,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,23,
10294,Germany,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",8,
10295,Germany,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,21,
10296,Germany,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,18,
10297,Germany,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,41,
10298,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,15,
10299,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,38,
10300,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,19,
10301,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,42,
10302,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,12,
10303,France,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),7,
10304,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,13,
10305,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,24,
10306,Croatia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",9,
10307,Denmark,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,42,‡
10308,Denmark,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,‡
10309,Denmark,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,30,‡
10310,Denmark,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,7,‡
10311,Denmark,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),18,‡
10312,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,:, [1] 
10313,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,:, [1] 
10314,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",:, [1] 
10315,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,:, [1] 
10316,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,:, [1] 
10317,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,:, [1] 
10318,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,:, [1] 
10319,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,:, [1] 
10320,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,:, [1] 
10321,Estonia,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),:, [1] 
10322,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,7,‡
10323,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,42,
10324,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",18,
10325,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,22,
10326,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,24,
10327,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,41,
10328,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,21,
10329,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,22,
10330,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,16,
10331,Greece,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,‡
10332,Spain,Bisexual men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,10,
10333,Ireland,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),10,
10334,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,10,
10335,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",11,
10336,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,15,
10337,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,13,
10338,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,49,
10339,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,25,
10340,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,40,
10341,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,12,
10342,United Kingdom,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),7,
10343,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,9,
10344,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,20,
10345,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",11,
10346,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,14,
10347,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,19,
10348,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,40,
10349,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,20,
10350,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,30,
10351,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,14,
10352,EU-28,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),9,
10353,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,8,‡
10354,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,43,
10355,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",7,‡
10356,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,13,‡
10357,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Do not trust the authorities,50,
10358,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Nothing would happen or change,28,
10359,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: The incident would not be taken seriously,17,
10360,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Not worth reporting it,15,‡
10361,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Dealt with the problem myself,8,‡
10362,North Macedonia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Other reason(s),7,‡
10363,Serbia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Fear of intimidation by perpetrators,9,
10364,Serbia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Did not want to reveal sex or / gen ident / sex char,36,
10365,Serbia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,"Not reported because: Too hurt, traumatised, stressed or annoyed",10,
10366,Serbia,Gay men,All,DEXreason_not_rep,Why was the last discrimination incident not reported?,Not reported because: Didn't know how or where to report,17,
