CountryCode,subset,question_code,question_label,answer,percentage,notes
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,3,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,1,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",32,
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",1,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",5,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,11,[0]
Croatia,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,4,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,6,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",2,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",10,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,3,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",13,
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,1,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,4,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,2,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",40,
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",7,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",2,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,8,[0]
Croatia,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,5,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,11,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",6,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",6,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,2,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",19,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,8,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,0,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",32,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",4,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",9,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,4,[0]
Croatia,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,0,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,0,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",3,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",11,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,0,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",17,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,8,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,3,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",44,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",3,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",3,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,8,[0]
Croatia,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,0,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,13,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",7,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",4,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,2,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,11,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,2,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",33,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",2,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",4,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,9,[0]
Croatia,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,4,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,15,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",1,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",7,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,12,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,4,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",32,
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",2,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",10,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,4,[0]
Hungary,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,5,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,5,
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",3,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",8,
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",6,
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,1,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,11,
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,1,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,3,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",45,
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",5,
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",5,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,2,[0]
Hungary,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,2,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,14,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",5,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",5,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,5,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",14,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,2,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,7,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,5,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",31,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",2,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",7,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,2,[0]
Hungary,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,0,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,7,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",5,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",7,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,0,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",16,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,11,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,2,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",38,
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",5,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",4,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,2,[0]
Hungary,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,4,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,6,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",12,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",6,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",4,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,4,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,2,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",46,
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",6,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",2,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,4,[0]
Hungary,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,4,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,15,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",2,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",6,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,1,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,3,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,3,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",48,
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",2,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",1,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,8,[0]
Ireland,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,1,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,9,
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",2,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",6,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,5,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",13,
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,2,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,1,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",49,
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",1,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",2,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,7,[0]
Ireland,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,2,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,11,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",8,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",11,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,0,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",6,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,19,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,3,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",19,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",6,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",3,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,11,[0]
Ireland,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,3,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,9,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",0,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",0,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,9,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",13,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,4,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,4,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",43,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",9,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",0,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,9,[0]
Ireland,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,0,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,12,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",2,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",7,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,5,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",10,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,2,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,5,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",44,
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",2,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",2,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,5,[0]
Ireland,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,5,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,15,
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",4,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",7,
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,2,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,9,
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,1,[0]
