CountryCode,subset,question_code,question_label,answer,percentage,notes
Belgium,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,48,
Belgium,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,26,[0]
Belgium,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",48,
Belgium,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,40,
Belgium,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,33,[0]
Belgium,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,21,[0]
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,27,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,31,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,53,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",45,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,64,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,32,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",71,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,52,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,58,
Belgium,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,14,[0]
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,18,[0]
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,28,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,49,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",64,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,65,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,49,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",69,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,62,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,53,
Belgium,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,18,[0]
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,42,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,31,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,57,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",58,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,70,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,37,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",63,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,57,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,63,
Bulgaria,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,10,[0]
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,30,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,48,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,62,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",71,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,77,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,62,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",86,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,80,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,65,
Bulgaria,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,13,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,36,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,46,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,59,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",59,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,73,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,49,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",71,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,63,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,68,
Bulgaria,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,8,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,49,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,63,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,74,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",81,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,86,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,65,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",91,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,77,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,77,[0]
Bulgaria,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,14,[0]
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,39,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,47,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,72,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",70,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,77,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,61,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",84,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,65,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,74,
Bulgaria,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,12,[0]
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,:, [1] 
Cyprus,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,:, [1] 
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,34,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,55,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,64,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",74,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,71,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,68,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",81,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,75,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,77,
Cyprus,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,13,[0]
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,:, [1] 
Cyprus,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,:, [1] 
Cyprus,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,:, [1] 
Cyprus,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,:, [1] 
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,9,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,26,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,36,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",33,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,48,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,23,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",43,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,32,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,42,
Czech Republic,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,21,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,8,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,29,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,35,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",49,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,62,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,44,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",64,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,45,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,57,
Czech Republic,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,17,
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,19,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,32,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,32,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",30,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,43,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,32,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",40,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,26,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,45,[0]
Czech Republic,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,32,[0]
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,30,[0]
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,47,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,47,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",67,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,63,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,44,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",65,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,54,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,60,
Czech Republic,Bisexual men,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,5,[0]
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,15,[0]
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,24,[0]
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,37,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",42,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,63,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,42,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",56,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,47,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,47,
Czech Republic,Transgender,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,26,[0]
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,4,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,14,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,37,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",24,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,56,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,17,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",56,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,31,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,39,
Germany,Lesbian,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,34,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,6,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,24,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,39,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",35,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,75,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,36,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",69,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,50,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,53,
Germany,Gay,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Other,21,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",My home,8,[0]
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",School,29,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Workplace,51,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club",33,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public transport,57,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A sports club,28,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?","A street, square, car parking lot or other public place",57,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",A park,35,
Germany,Bisexual women,e3,"Where do you avoid being open about yourself as L, G, B or T for fear of being assaulted, threatened or harassed by others?",Public premises or buildings,46,
