CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
Czechia,Trans people,Agender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",:, [1] 
Czechia,Trans people,Agender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",:, [1] 
Czechia,Trans people,Agender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",:, [1] 
Czechia,Trans people,Polygender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",:, [1] 
Czechia,Trans people,Polygender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",:, [1] 
Czechia,Trans people,Polygender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",:, [1] 
Czechia,Trans people,Polygender,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",:, [1] 
Germany,Trans people,Trans woman,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",2,‡
Germany,Trans people,Trans woman,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",15,
Germany,Trans people,Trans woman,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",48,
Germany,Trans people,Trans woman,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",35,
Germany,Trans people,Trans man,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",0,‡
Germany,Trans people,Trans man,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",11,
Germany,Trans people,Trans man,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",56,
Germany,Trans people,Trans man,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",33,
Germany,Trans people,Trans person,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",1,‡
Germany,Trans people,Trans person,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",19,
Germany,Trans people,Trans person,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",45,
Germany,Trans people,Trans person,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",35,
Germany,Trans people,Non-binary,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",2,‡
Germany,Trans people,Non-binary,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",14,
Germany,Trans people,Non-binary,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",53,
Germany,Trans people,Non-binary,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",30,
Germany,Trans people,Cross-dresser,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",7,‡
Germany,Trans people,Cross-dresser,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",26,
Germany,Trans people,Cross-dresser,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",48,
Germany,Trans people,Cross-dresser,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",19,
Germany,Trans people,Genderqueer,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, definitely",1,‡
Germany,Trans people,Genderqueer,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"Yes, probably",20,
Germany,Trans people,Genderqueer,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, probably not",60,
Germany,Trans people,Genderqueer,DEXgov_resp,Does the government in the country where you live respond adequately to the safety needs of LGBTI people?,"No, definitely not",19,
